POP_TOT_2022,Max di 2021_1_Compr_media,CUM_2011_2021_TOT_TRS_IMM,TRS_IMM/TOT_POP*1000
5556,855,351,3,63,2289416846652
3434,855,151,09,43,9982527664531
4122,860,135,47,32,8651140223193
7268,860,513,01,70,584755090809
3218,865,244,05,75,8390304536979
3338,865,318,85,95,5212702216896
3762,865,285,56,75,906432748538
13655,865,998,8,73,1453679970707
12802,865,977,8,76,3786908295579
3574,870,431,8,120,817011751539
3018,870,192,56,63,8038436050364
5177,870,267,68,51,7056210160325
3063,870,127,43,41,6030035912504
10577,870,499,48,47,2232201947622
7388,875,827,87,112,056036816459
5374,875,518,88,96,5537774469669
3319,875,338,08,101,862006628503
3000,875,339,37,113,123333333333
3318,875,279,94,84,3701024713683
4946,875,387,35,78,3158107561666
5679,875,608,98,107,233667899278
4722,875,448,62,95,0063532401525
3760,875,257,38,68,4521276595745
5549,875,592,83,106,835465849703
12548,875,1029,66,82,0576984379981
15660,875,1388,98,88,6960408684547
4191,875,364,9,87,0675256502028
5863,875,488,49,83,317414293024
3261,875,258,44,79,2517632628028
6997,875,500,37,71,512076604259
14978,875,1297,91,86,6544264921885
4572,875,611,34,133,713910761155
8133,875,653,02,80,2926349440551
4299,875,452,98,105,368690393115
7338,875,319,77,43,5772690106296
5112,875,204,31,39,966744913928
11368,875,574,14,50,5049261083744
3075,875,250,76,81,5479674796748
8548,875,410,38,48,0088909686476
5224,875,183,5,35,1263399693721
4805,875,203,48,42,3475546305931
11448,875,616,1,53,8172606568833
6307,875,342,64,54,3269383224988
7476,875,739,39,98,9018191546282
7962,875,233,5,29,3268023109771
8097,875,243,86,30,1173274052118
4156,880,298,63,71,8551491819057
4808,880,581,42,120,92762063228
7528,880,328,81,43,6782678002125
7912,880,669,46,84,61324570273
4657,880,446,91,95,9652136568606
7579,880,745,76,98,3982055680169
4291,880,161,5,37,636914472151
12920,880,958,35,74,1756965944272
10896,880,624,29,57,2953377386197
4176,880,338,84,81,139846743295
3560,885,840,53,236,10393258427
3878,885,317,27,81,8127900979887
3118,885,209,41,67,1616420782553
6238,885,632,99,101,47322859891
3973,885,302,65,76,17669267556
6052,885,511,99,84,5984798413748
3302,885,153,69,46,5445184736523
5274,885,387,37,73,4489950701555
3055,885,231,63,75,8199672667758
3704,885,191,91,51,811555075594
7216,885,333,47,46,2125831485588
4308,890,396,54,92,0473537604457
5308,890,523,59,98,6416729464958
3480,890,378,31,108,709770114943
3222,890,411,8,127,808814400993
16358,890,1547,45,94,5989729795819
6097,890,486,37,79,7720190257504
3781,890,263,63,69,7249404919334
4417,895,321,85,72,8661987774508
7147,895,531,26,74,3332866937176
9208,895,544,65,59,1496524761077
3386,900,233,56,68,9781453041937
10873,900,1006,14,92,5356387381588
3108,900,290,07,93,3301158301158
5118,900,442,54,86,4673700664322
7205,900,573,33,79,5739070090215
5410,900,360,08,66,5582255083179
4737,900,407,1,85,940468651045
6254,900,465,81,74,4819315637992
5860,900,690,31,117,800341296928
4016,900,315,35,78,523406374502
6146,900,573,75,93,3534005857468
5529,900,593,28,107,303309820944
5662,900,646,71,114,219357117626
14306,900,1388,41,97,05088773941
3014,900,112,26,37,2461844724618
5067,900,256,72,50,6650878231695
3913,900,203,24,51,939688218758
14695,900,949,7,64,6274242939775
